word_pair,word1,word2,pair_freq,word1_freq,word2_freq,logdice
pasteurized skim,pasteurized,skim,7,13,25,12.559427
knox 1863,knox,1863,7,22,16,12.559427
jacques derrida,jacques,derrida,7,27,11,12.559427
angela carter,angela,carter,27,60,87,12.555215
lyon tablet,lyon,tablet,9,25,24,12.555215
goodwin barbara,goodwin,barbara,9,23,26,12.555215
ainu memoir,ainu,memoir,8,32,12,12.540568
contraceptive pill,contraceptive,pill,6,15,18,12.540568
heinz ketchup,heinz,ketchup,6,18,15,12.540568
brewster reconsidering,brewster,reconsidering,6,18,15,12.540568
humanoid robotics,humanoid,robotics,6,17,16,12.540568
sodium hydroxide,sodium,hydroxide,62,271,71,12.536344
robinson crusoe,robinson,crusoe,31,126,45,12.536344
yanley lane,yanley,lane,14,14,64,12.521953
aux saints,aux,saints,7,10,29,12.521953
jeanette wintersons,jeanette,wintersons,7,27,12,12.521953
interactional sociolinguistics,interactional,sociolinguistics,7,25,14,12.521953
neill nugent,neill,nugent,7,8,31,12.521953
possessive individualism,possessive,individualism,31,49,124,12.519568
carbon dioxide,carbon,dioxide,91,400,109,12.516273
edwin williamson,edwin,williamson,15,37,47,12.514573
lonely londoners,lonely,londoners,10,39,17,12.514573
subvocal rehearsal,subvocal,rehearsal,5,7,21,12.514573
fatherly overprotection,fatherly,overprotection,5,12,16,12.514573
hulton abbey,hulton,abbey,5,5,23,12.514573
wintersons oranges,wintersons,oranges,5,12,16,12.514573
samantha halliday,samantha,halliday,16,24,66,12.508147
peregrine falcon,peregrine,falcon,8,28,17,12.508147
morvern callar,morvern,callar,8,30,15,12.508147
bowie buttle,bowie,buttle,33,106,80,12.505235
bacillus cereus,bacillus,cereus,12,36,32,12.4975
obstruent phonemes,obstruent,phonemes,9,13,38,12.4975
4coordinated boron,4coordinated,boron,6,6,28,12.4975
macaques macaca,macaques,macaca,6,25,9,12.4975
hedley byrne,hedley,byrne,16,57,34,12.492205
hm keating,hm,keating,10,41,16,12.489038
understory vegetation,understory,vegetation,61,61,287,12.487794
β2 agonists,β2,agonists,7,15,25,12.485427
alfonsina storni,alfonsina,storni,7,8,32,12.485427
andean highland,andean,highland,11,44,19,12.482152
conical flask,conical,flask,39,51,173,12.478047
escherichia coli,escherichia,coli,17,19,79,12.472753
strain gauges,strain,gauges,138,591,208,12.466473
judaeochristian theology,judaeochristian,theology,24,44,95,12.466021
actin cytoskeleton,actin,cytoskeleton,5,19,10,12.463947
impatiens nolitangere,impatiens,nolitangere,5,10,19,12.463947
emmons tsang,emmons,tsang,5,6,23,12.463947
brink copp,brink,copp,5,18,11,12.463947
bmc moulding,bmc,moulding,5,6,23,12.463947
broomfield ev,broomfield,ev,5,5,24,12.463947
infective endocarditis,infective,endocarditis,11,40,24,12.459432
hrdlička 1919,hrdlička,1919,11,16,48,12.459432
sitkoff harvard,sitkoff,harvard,17,19,80,12.458106
dove adverts,dove,adverts,17,32,67,12.458106
volcker leveraging,volcker,leveraging,6,7,28,12.455679
moravcsik despotism,moravcsik,despotism,6,25,10,12.455679
muncie 1999122,muncie,1999122,7,34,7,12.449803
roger brownsword,roger,brownsword,15,65,23,12.447459
stokes drift,stokes,drift,40,63,172,12.445411
iso 14001,iso,14001,8,39,8,12.445411
indefinite pronouns,indefinite,pronouns,34,75,125,12.443607
tiberius gracchus,tiberius,gracchus,9,41,12,12.442005
biographical disruption,biographical,disruption,37,55,163,12.441269
microneedle arrays,microneedle,arrays,23,77,59,12.436099
bovine tuberculosis,bovine,tuberculosis,14,45,38,12.432315
kidde plc,kidde,plc,89,144,385,12.42861
mega fauna,mega,fauna,22,44,88,12.415037
leopold von,leopold,von,19,25,89,12.415037
haimon painter,haimon,painter,12,35,37,12.415037
ces selector,ces,selector,9,27,27,12.415037
kirtlington golf,kirtlington,golf,9,10,44,12.415037
malignant melanoma,malignant,melanoma,8,40,8,12.415037
bi cj,bi,cj,8,23,25,12.415037
louvered fins,louvered,fins,8,21,27,12.415037
tetra lavalsidel,tetra,lavalsidel,7,35,7,12.415037
gtn spray,gtn,spray,6,8,28,12.415037
aitken mj,aitken,mj,6,12,24,12.415037
barthes mythologies,barthes,mythologies,6,28,8,12.415037
monteith sharon,monteith,sharon,5,15,15,12.415037
coup detat,coup,detat,5,25,5,12.415037
isinlist isinlist,isinlist,isinlist,5,15,15,12.415037
zoological nomenclature,zoological,nomenclature,5,8,22,12.415037
ewan mckendrick,ewan,mckendrick,5,7,23,12.415037
pcd maltrons,pcd,maltrons,5,25,5,12.415037
idp camps,idp,camps,15,17,74,12.399096
realtime pcr,realtime,pcr,28,64,106,12.397964
schwarzbach fs,schwarzbach,fs,12,28,45,12.395138
victor cha,victor,cha,11,41,26,12.393342
mcgunnigle jameson,mcgunnigle,jameson,9,20,35,12.388565
pulmonary embolus,pulmonary,embolus,17,83,21,12.387023
germline blastomeres,germline,blastomeres,32,100,96,12.38529
caput medusa,caput,medusa,8,14,35,12.38529
bacillus pumilis,bacillus,pumilis,7,36,7,12.38109
headaches blackouts,headaches,blackouts,7,29,14,12.38109
movern callar,movern,callar,7,28,15,12.38109
mason whitehead,mason,whitehead,19,84,33,12.377563
arthropathy obstructive,arthropathy,obstructive,6,7,30,12.375509
hedda gabler,hedda,gabler,6,31,6,12.375509
kn chaudhuri,kn,chaudhuri,6,22,15,12.375509
midwharfedale parishes,midwharfedale,parishes,6,6,31,12.375509
audi alteram,audi,alteram,6,31,6,12.375509
vivan los,vivan,los,11,11,57,12.371969
dawn raid,dawn,raid,11,48,20,12.371969
contributory negligence,contributory,negligence,45,94,185,12.367732
madame bovary,madame,bovary,10,50,12,12.367732
blauer engel,blauer,engel,5,5,26,12.367732
radiative forcings,radiative,forcings,9,24,32,12.36257
bundle sheath,bundle,sheath,22,99,38,12.3614
driver pcbs,driver,pcbs,37,184,47,12.357704
reg cellulose,reg,cellulose,12,15,60,12.356144
ad hoc,ad,hoc,50,254,60,12.349235
marc staunch,marc,staunch,7,21,23,12.347923
staunch kay,staunch,kay,7,23,21,12.347923
michelle cini,michelle,cini,7,37,7,12.347923
rather than,rather,than,2200,3113,10745,12.344856
trypsin inhibitor,trypsin,inhibitor,16,39,62,12.341789
ubiquitous computing,ubiquitous,computing,27,49,122,12.337035
clubbing cyanosis,clubbing,cyanosis,21,47,86,12.337035
iglesia columbus,iglesia,columbus,6,10,28,12.337035
sweet maxwell,sweet,maxwell,43,165,108,12.333508
apex beat,apex,beat,17,33,75,12.332575
tonic syllable,tonic,syllable,33,39,171,12.330149
matthews newell,matthews,newell,11,47,23,12.330149
oven rakeout,oven,rakeout,8,43,8,12.327575
alison easton,alison,easton,8,34,17,12.327575
ronald gottesman,ronald,gottesman,8,42,9,12.327575
barium ferrite,barium,ferrite,8,15,36,12.327575
transcendental idealism,transcendental,idealism,28,79,100,12.323539
graham swift,graham,swift,15,52,44,12.321928
autosomal recessive,autosomal,recessive,5,10,22,12.321928
okelly mj,okelly,mj,5,8,24,12.321928
272 8290,272,8290,5,27,5,12.321928
vol9 no4,vol9,no4,5,8,24,12.321928
limb bud,limb,bud,47,243,59,12.316184
intertextuality intra,intertextuality,intra,7,19,26,12.315502
georg iggers,georg,iggers,7,17,28,12.315502
pascals wager,pascals,wager,9,18,40,12.311944
carabid beetles,carabid,beetles,15,23,74,12.306978
louis farrakhan,louis,farrakhan,25,87,75,12.304006
wild boar,wild,boar,61,322,74,12.301381
staphylococcus aureus,staphylococcus,aureus,10,14,51,12.29956
duncan wu,duncan,wu,10,28,37,12.29956
pituitary gland,pituitary,gland,6,13,26,12.29956
intermittent claudication,intermittent,claudication,6,32,7,12.29956
pryce endless,pryce,endless,13,28,57,12.291049
quantum mechanics,quantum,mechanics,74,326,158,12.29059
dunne tim,dunne,tim,9,18,41,12.287282
monoclonal antibodies,monoclonal,antibodies,23,37,114,12.285157
wm 2k,wm,2k,7,27,19,12.283793
nitrous oxide,nitrous,oxide,12,14,65,12.281182
histone h3,histone,h3,12,32,47,12.281182
downs syndrome,downs,syndrome,45,98,199,12.277534
joy luck,joy,luck,15,51,48,12.277534
facecentred cubic,facecentred,cubic,10,11,55,12.277534
asher coie,asher,coie,5,22,11,12.277534
dwarf mammoths,dwarf,mammoths,5,24,9,12.277534
polycaprolactone diol,polycaprolactone,diol,5,18,15,12.277534
du adam,du,adam,34,81,144,12.273682
magical papyri,magical,papyri,29,149,43,12.273018
pan troglodytes,pan,troglodytes,12,68,12,12.263034
236 168,236,168,9,27,33,12.263034
larson brooke,larson,brooke,6,27,13,12.263034
litres sec1,litres,sec1,6,34,6,12.263034
breast cancer,breast,cancer,103,293,395,12.260236
nobel prize,nobel,prize,13,20,67,12.257496
lynn margulis,lynn,margulis,10,42,25,12.255839
quintic jerry,quintic,jerry,7,32,15,12.252766
tingle sourcebook,tingle,sourcebook,7,8,39,12.252766
lb curzon,lb,curzon,7,36,11,12.252766
steric hindrance,steric,hindrance,11,38,36,12.249978
los tamales,los,tamales,11,57,17,12.249978
garcia marquez,garcia,marquez,11,30,44,12.249978
primordial germ,primordial,germ,15,26,75,12.248679
craft specialisation,craft,specialisation,27,84,98,12.247093
hillis miller,hillis,miller,20,23,112,12.245112
gate gourmet,gate,gourmet,16,84,24,12.245112
fidel castro,fidel,castro,17,41,74,12.241973
caenorhabditis elegans,caenorhabditis,elegans,13,13,75,12.241008
has been,has,been,4755,19642,12665,12.23567
null hypothesis,null,hypothesis,137,205,726,12.235395
holliday junction,holliday,junction,10,24,44,12.234465
existential quantifier,existential,quantifier,10,44,24,12.234465
subcellular compartments,subcellular,compartments,5,8,26,12.234465
articular cartilage,articular,cartilage,5,9,25,12.234465
288 289,288,289,5,19,15,12.234465
sociétés civilisations,sociétés,civilisations,5,5,29,12.234465
indentured servants,indentured,servants,29,36,162,12.228624
gamma rays,gamma,rays,18,61,62,12.22741
1780 1914,1780,1914,12,33,49,12.22741
cervical arthropathy,cervical,arthropathy,6,34,7,12.22741
ashgate aldershot,ashgate,aldershot,6,21,20,12.22741
mutually exclusive,mutually,exclusive,43,125,169,12.226592
densely populated,densely,populated,7,17,31,12.222392
shennan whittle,shennan,whittle,7,8,40,12.222392
gellner ernest,gellner,ernest,7,13,35,12.222392
doubleedged sword,doubleedged,sword,8,8,47,12.21864
sq ft,sq,ft,8,19,36,12.21864
attorney generals,attorney,generals,8,19,36,12.21864
wade forsyth,wade,forsyth,9,41,21,12.215729
ross deontology,ross,deontology,19,104,27,12.214505
vortex rings,vortex,rings,48,140,191,12.214275
rham cohomology,rham,cohomology,11,14,62,12.211504
th century,th,century,364,930,1587,12.210305
boundary layer,boundary,layer,134,386,545,12.203452
carried out,carried,out,1078,1233,6266,12.201659
gantt chart,gantt,chart,33,48,182,12.198904
greenhouse gases,greenhouse,gases,34,103,134,12.19872
frontal lobe,frontal,lobe,19,70,63,12.192645
threepenny opera,threepenny,opera,13,13,78,12.192645
angela carters,angela,carters,11,60,17,12.192645
wallaroo wines,wallaroo,wines,11,24,53,12.192645
ramsey reset,ramsey,reset,9,13,50,12.192645
ventral tegmental,ventral,tegmental,7,39,10,12.192645
haem bl,haem,bl,6,21,21,12.192645
adler fagley,adler,fagley,6,35,7,12.192645
pat barkers,pat,barkers,6,31,11,12.192645
iambic tetrameter,iambic,tetrameter,6,32,10,12.192645
nylon screw,nylon,screw,6,17,25,12.192645
hans morgenthau,hans,morgenthau,6,29,13,12.192645
immunological synapse,immunological,synapse,5,9,26,12.192645
fam div,fam,div,5,24,11,12.192645
ludwig kramer,ludwig,kramer,5,14,21,12.192645
east asian,east,asian,193,910,453,12.179887
böll wo,böll,wo,15,61,45,12.17897
demosthenes59against neaira,demosthenes59against,neaira,10,26,45,12.172181
bpsk qpsk,bpsk,qpsk,10,42,29,12.172181
maize silage,maize,silage,25,110,68,12.168123
pneumatic actuators,pneumatic,actuators,14,70,30,12.163499
soya bean,soya,bean,7,26,24,12.163499
stoker dracula,stoker,dracula,7,20,30,12.163499
vigenère cipher,vigenère,cipher,7,8,42,12.163499
iceland excursions,iceland,excursions,7,29,21,12.163499
dos santos,dos,santos,7,14,36,12.163499
enterobacteria phage,enterobacteria,phage,6,6,37,12.158698
jeremy bentham,jeremy,bentham,6,27,16,12.158698
edwin rozwenc,edwin,rozwenc,6,37,6,12.158698
iris marion,iris,marion,6,31,12,12.158698
thames basin,thames,basin,11,43,36,12.155651
petri dishes,petri,dishes,11,29,50,12.155651
spider silk,spider,silk,20,63,81,12.152003
ira patency,ira,patency,10,52,20,12.152003
inverted trumpet,inverted,trumpet,10,59,13,12.152003
3000 rpm,3000,rpm,24,88,86,12.142019
mimetic peptide,mimetic,peptide,8,19,39,12.142019
quinn explorers,quinn,explorers,7,28,23,12.13493
esteban trueba,esteban,trueba,7,39,12,12.13493
meltspun amorphous,meltspun,amorphous,7,7,44,12.13493
asylum seekers,asylum,seekers,10,50,23,12.132104
renold plc,renold,plc,78,185,385,12.130584
mitotic spindle,mitotic,spindle,13,27,68,12.130584
poe ea,poe,ea,13,26,69,12.130584
prime minister,prime,minister,57,274,144,12.125531
conglomerate mergers,conglomerate,mergers,15,44,66,12.125531
ma robb,ma,robb,12,66,22,12.125531
hugh gaitskell,hugh,gaitskell,9,56,10,12.125531
mh hansen,mh,hansen,6,15,29,12.125531
2003vol40 iss,2003vol40,iss,6,6,38,12.125531
booker prize,booker,prize,11,14,67,12.119582
sophocles antigone,sophocles,antigone,10,28,46,12.112475
disarming strangers,disarming,strangers,10,10,64,12.112475
folin lowry,folin,lowry,5,8,29,12.112475
fbc ue,fbc,ue,5,20,17,12.112475
haimonian lekythoi,haimonian,lekythoi,5,5,32,12.112475
dijkstra idols,dijkstra,idols,5,13,24,12.112475
prehead modifiers,prehead,modifiers,5,12,25,12.112475
intraand interspecific,intraand,interspecific,5,7,30,12.112475
acquaintance rapes,acquaintance,rapes,5,19,18,12.112475
grievous bodily,grievous,bodily,12,14,75,12.109229
intracellular viral,intracellular,viral,21,73,83,12.106915
vervet monkeys,vervet,monkeys,14,17,87,12.106915
rhyming couplet,rhyming,couplet,7,34,18,12.106915
coles coles,coles,coles,7,26,26,12.106915
lucien febvre,lucien,febvre,7,7,45,12.106915
sussex justices,sussex,justices,7,23,29,12.106915
conveyor belt,conveyor,belt,9,11,56,12.103836
pericardial effusion,pericardial,effusion,9,10,57,12.103836
orlando patterson,orlando,patterson,9,22,45,12.103836
kennet avenue,kennet,avenue,11,25,57,12.10188
saul hudson,saul,hudson,11,17,65,12.10188
hodgetts luthans,hodgetts,luthans,8,30,30,12.093109
lexis nexis,lexis,nexis,8,52,8,12.093109
methylationsensitive polymorphism,methylationsensitive,polymorphism,6,18,27,12.093109
chalcone synthase,chalcone,synthase,6,6,39,12.093109
pancreatic insufficiency,pancreatic,insufficiency,6,22,23,12.093109
cassese antonio,cassese,antonio,6,15,30,12.093109
den haag,den,haag,6,39,6,12.093109
oxford university,oxford,university,393,1324,1625,12.092375
brocas aphasia,brocas,aphasia,20,71,80,12.083523
softwood rectangular,softwood,rectangular,9,10,58,12.082462
superlative adjectives,superlative,adjectives,23,29,145,12.080618
coffee shops,coffee,shops,32,133,110,12.075187
deputy governor,deputy,governor,10,30,46,12.074001
bin laden,bin,laden,5,22,16,12.074001
prophet muhammad,prophet,muhammad,5,17,21,12.074001
bilabial plosives,bilabial,plosives,5,13,25,12.074001
crow emulation,crow,emulation,5,21,17,12.074001
catherine elliot,catherine,elliot,5,26,12,12.074001
noninverting amplifier,noninverting,amplifier,23,32,143,12.072351
log returns,log,returns,71,182,359,12.070262
nineteenth century,nineteenth,century,243,266,1587,12.069165
can be,can,be,10317,22213,56510,12.068238
laplace transform,laplace,transform,23,31,145,12.06413
schmitt triggers,schmitt,triggers,9,22,47,12.061401
fossil fuels,fossil,fuels,25,112,80,12.058894
hedley bull,hedley,bull,28,57,159,12.052467
villaverde cecilia,villaverde,cecilia,7,20,34,12.052467
sanford 1944,sanford,1944,7,9,45,12.052467
hungry ghosts,hungry,ghosts,12,43,50,12.045804
iso 9000,iso,9000,8,39,23,12.045804
kennedypipe stalins,kennedypipe,stalins,9,9,61,12.040642
ammonium chloride,ammonium,chloride,25,70,125,12.036526
bacteriophage baz,bacteriophage,baz,5,33,6,12.036526
jc levenson,jc,levenson,5,24,15,12.036526
brookner jacqueslouis,brookner,jacqueslouis,5,8,31,12.036526
rheumatic fever,rheumatic,fever,12,17,77,12.030374
andré gide,andré,gide,6,22,25,12.030374
parte quintavelle,parte,quintavelle,13,89,13,12.028014
chronic illness,chronic,illness,106,316,516,12.027481
formica pratensis,formica,pratensis,7,48,7,12.025995
mendenhall etal,mendenhall,etal,7,9,46,12.025995
amorphous dy,amorphous,dy,8,44,19,12.02272
beckhampton avenue,beckhampton,avenue,9,14,57,12.020178
mrs dalloway,mrs,dalloway,65,437,76,12.019553
tom copas,tom,copas,10,56,23,12.018147
united states,united,states,550,969,3382,12.016157
dairy cows,dairy,cows,45,195,161,12.01612
homeric hymn,homeric,hymn,13,76,27,12.013939
exponential smoothing,exponential,smoothing,21,96,71,12.008613
united kingdom,united,kingdom,148,969,210,12.006105
cooking diva,cooking,diva,15,105,15,12.0
gsm modem,gsm,modem,14,42,70,12.0
supramolecular polymers,supramolecular,polymers,14,27,85,12.0
gantt charts,gantt,charts,14,48,64,12.0
toothed whales,toothed,whales,12,18,78,12.0
twoway anova,twoway,anova,11,27,61,12.0
eggshell thinning,eggshell,thinning,11,61,27,12.0
irrr 96,irrr,96,11,12,76,12.0
ectodermal ridge,ectodermal,ridge,9,17,55,12.0
jersey rutgers,jersey,rutgers,9,54,18,12.0
les liaisons,les,liaisons,8,52,12,12.0
refractive indices,refractive,indices,8,20,44,12.0
stator coils,stator,coils,8,25,39,12.0
factorintensity reversal,factorintensity,reversal,8,10,54,12.0
matthews sanford,matthews,sanford,7,47,9,12.0
cocoa aroma,cocoa,aroma,6,22,26,12.0
ronald inden,ronald,inden,6,42,6,12.0
pn 241,pn,241,6,9,39,12.0
isaac newton,isaac,newton,5,8,32,12.0
trevor roper,trevor,roper,5,11,29,12.0
hua guofeng,hua,guofeng,5,34,6,12.0
183 116131,183,116131,5,35,5,12.0
credit card,credit,card,69,358,196,11.994782
per cent,per,cent,276,1936,281,11.994131
triumph des,triumph,des,21,87,82,11.991438
contributory fault,contributory,fault,33,94,173,11.983698
multilevel governance,multilevel,governance,70,84,483,11.982078
golf club,golf,club,30,44,199,11.982078
kb 571,kb,571,9,56,17,11.9801
sputum tracheal,sputum,tracheal,7,46,11,11.974465
walter raleigh,walter,raleigh,7,44,13,11.974465
qpsk 16psk,qpsk,16psk,7,29,28,11.974465
nikola tesla,nikola,tesla,7,7,50,11.974465
worth noting,worth,noting,62,377,129,11.971203
muscular dystrophy,muscular,dystrophy,6,41,8,11.970253
waist circumference,waist,circumference,6,19,30,11.970253
rem sleep,rem,sleep,29,42,195,11.969238
revision lectures,revision,lectures,28,118,111,11.968151
have been,have,been,4579,24793,12665,11.967831
gall bladder,gall,bladder,11,48,42,11.967579
dudley zoo,dudley,zoo,11,19,71,11.967579
ice cream,ice,cream,54,297,145,11.966985
rectal bleeding,rectal,bleeding,16,41,90,11.966577
basingstoke palgrave,basingstoke,palgrave,21,71,101,11.966053
perineal suturing,perineal,suturing,5,20,21,11.964376
hamel 20035,hamel,20035,5,33,8,11.964376
aldershot ashgate,aldershot,ashgate,5,20,21,11.964376
ambulance crews,ambulance,crews,5,32,9,11.964376
starter kit,starter,kit,5,19,22,11.964376
aberdeen schuler,aberdeen,schuler,5,27,14,11.964376
rosamond 2002116,rosamond,2002116,5,36,5,11.964376
n4 fraction,n4,fraction,33,65,206,11.962245
hi titre,hi,titre,9,29,45,11.960472
erythema clubbing,erythema,clubbing,9,27,47,11.960472
inverted commas,inverted,commas,9,59,15,11.960472
antiwar pacifism,antiwar,pacifism,9,35,39,11.960472
stepper motors,stepper,motors,13,25,82,11.958973
midlands metro,midlands,metro,16,65,67,11.955606
bolshevism 20042005,bolshevism,20042005,8,29,37,11.955606
jane austen,jane,austen,25,123,84,11.950369
rear wing,rear,wing,25,80,127,11.950369
fraser giles,fraser,giles,7,27,31,11.949374
shurman wiley,shurman,wiley,7,9,49,11.949374
balfour 1919,balfour,1919,10,35,48,11.946889
vein thrombosis,vein,thrombosis,9,52,23,11.941106
sri lankan,sri,lankan,6,44,6,11.941106
pi 3kinase,pi,3kinase,6,43,7,11.941106
etihad airways,etihad,airways,6,6,44,11.941106
floating charge,floating,charge,82,141,543,11.939699
