word_pair,word1,word2,observed_freq,word1_freq,word2_freq,expected_freq,mutual_information,t_score,combined_score
always look,always,look,6,1696,1297,0.344817,4.121061,2.308719,0.004980
kenya has,kenya,has,6,112,19642,0.344847,4.120935,2.308707,0.004980
herbivores and,herbivores,and,7,26,182754,0.74484,3.232353,2.364228,0.004979
kidneys and,kidneys,and,7,26,182754,0.74484,3.232353,2.364228,0.004979
algae and,algae,and,7,26,182754,0.74484,3.232353,2.364228,0.004979
tristan and,tristan,and,7,26,182754,0.74484,3.232353,2.364228,0.004979
and smiling,and,smiling,7,182754,26,0.74484,3.232353,2.364228,0.004979
smiling and,smiling,and,7,26,182754,0.74484,3.232353,2.364228,0.004979
gillies and,gillies,and,7,26,182754,0.74484,3.232353,2.364228,0.004979
pursue his,pursue,his,6,183,12036,0.345268,4.119176,2.308535,0.004977
nevertheless some,nevertheless,some,7,591,8043,0.745123,3.231804,2.364121,0.004976
cell body,cell,body,6,1176,1874,0.345461,4.118366,2.308456,0.004976
production occurs,production,occurs,6,2590,851,0.345503,4.118192,2.308439,0.004976
guests can,guests,can,7,214,22213,0.74515,3.231753,2.364111,0.004975
atom however,atom,however,7,390,12190,0.745231,3.231595,2.364081,0.004974
know each,know,each,11,1357,6186,1.315868,3.063417,2.919876,0.004973
central control,central,control,7,1316,3613,0.745326,3.231411,2.364044,0.004973
respondents were,respondents,were,6,126,17515,0.345942,4.116361,2.30826,0.004972
welfare group,welfare,group,6,580,3807,0.346125,4.115596,2.308185,0.004971
abused by,abused,by,6,58,38073,0.346153,4.115482,2.308174,0.004971
friends they,friends,they,10,426,17845,1.19165,3.068968,2.785445,0.004970
now going,now,going,6,2733,809,0.346586,4.113678,2.307997,0.004968
for clayton,for,clayton,6,53993,41,0.347011,4.111907,2.307823,0.004965
l 4,l,4,6,893,2479,0.347017,4.111885,2.307821,0.004965
the confines,the,confines,25,458820,42,3.020746,3.048951,4.395851,0.004963
points throughout,points,throughout,6,1445,1533,0.347242,4.110948,2.307729,0.004963
been bought,been,bought,6,12665,175,0.347429,4.110173,2.307653,0.004962
modern approach,modern,approach,7,1828,2605,0.74646,3.229218,2.363616,0.004960
2 demonstrates,2,demonstrates,6,5492,404,0.347804,4.108617,2.307499,0.004959
possess some,possess,some,6,276,8043,0.347976,4.107901,2.307429,0.004958
into eight,into,eight,6,9028,246,0.348136,4.107239,2.307364,0.004957
considerations into,considerations,into,6,246,9028,0.348136,4.107239,2.307364,0.004957
was somewhat,was,somewhat,15,35888,321,1.80583,3.054229,3.40672,0.004956
after looking,after,looking,7,4494,1060,0.746726,3.228703,2.363515,0.004956
national day,national,day,6,1878,1183,0.348259,4.106728,2.307313,0.004956
we decide,we,decide,7,12541,380,0.74703,3.228116,2.3634,0.004953
competitive business,competitive,business,6,776,2866,0.348627,4.105208,2.307164,0.004953
run using,run,using,7,917,5198,0.747185,3.227817,2.363342,0.004951
using examples,using,examples,7,5198,917,0.747185,3.227817,2.363342,0.004951
only assume,only,assume,7,10142,470,0.747212,3.227765,2.363332,0.004951
caudillos in,caudillos,in,6,16,139145,0.348988,4.103714,2.307016,0.004951
in nigeria,in,nigeria,6,139145,16,0.348988,4.103714,2.307016,0.004951
be diagnosed,be,diagnosed,8,56510,105,0.930116,3.104517,2.499581,0.004950
be fought,be,fought,8,56510,105,0.930116,3.104517,2.499581,0.004950
estate but,estate,but,6,152,14650,0.349063,4.103403,2.306985,0.004950
no relevance,no,relevance,6,8943,249,0.349064,4.103399,2.306985,0.004950
market expansion,market,expansion,6,4389,508,0.349504,4.101583,2.306805,0.004947
matrix form,matrix,form,6,564,3955,0.349662,4.100931,2.306741,0.004946
must refer,must,refer,6,4679,477,0.34986,4.100114,2.30666,0.004945
history series,history,series,6,2476,902,0.35009,4.099165,2.306566,0.004943
industry average,industry,average,6,1760,1270,0.35038,4.097971,2.306448,0.004941
details see,details,see,6,529,4229,0.350684,4.096719,2.306324,0.004939
became available,became,available,6,1237,1809,0.350777,4.096337,2.306286,0.004938
a radically,a,radically,11,127246,66,1.316469,3.062758,2.919694,0.004937
rotation through,rotation,through,6,334,6703,0.350944,4.095648,2.306217,0.004937
explaining them,explaining,them,6,333,6724,0.35099,4.095462,2.306199,0.004937
expectancy has,expectancy,has,6,114,19642,0.351005,4.0954,2.306193,0.004937
from disadvantaged,from,disadvantaged,6,27649,81,0.351065,4.095154,2.306168,0.004936
my concern,my,concern,6,2999,747,0.351172,4.094714,2.306124,0.004936
large brain,large,brain,6,2911,771,0.351819,4.092058,2.30586,0.004931
provide accurate,provide,accurate,6,2557,878,0.351923,4.09163,2.305818,0.004930
as protector,as,protector,6,66042,34,0.351983,4.091385,2.305793,0.004930
less complex,less,complex,7,3266,1463,0.749002,3.224313,2.362655,0.004929
by focussing,by,focussing,6,38073,59,0.352121,4.09082,2.305737,0.004929
her dead,her,dead,6,6831,329,0.352292,4.090119,2.305667,0.004928
social environment,social,environment,18,6473,2140,2.17141,3.051293,3.730834,0.004927
resources like,resources,like,7,1393,3431,0.749194,3.223943,2.362583,0.004927
people dont,people,dont,6,6297,357,0.352391,4.089715,2.305627,0.004927
this reinforces,this,reinforces,7,53108,90,0.749247,3.223842,2.362563,0.004926
technology available,technology,available,6,1243,1809,0.352478,4.089357,2.305591,0.004926
quickly after,quickly,after,6,501,4494,0.352934,4.087493,2.305405,0.004923
more heroic,more,heroic,6,17191,131,0.353016,4.087155,2.305371,0.004923
clinic for,clinic,for,8,110,53993,0.931006,3.103137,2.499267,0.004922
were seeking,were,seeking,7,17515,273,0.749541,3.223276,2.362451,0.004922
3 respectively,3,respectively,6,3668,614,0.353037,4.087071,2.305363,0.004922
ordered by,ordered,by,8,156,38073,0.931031,3.103099,2.499258,0.004921
gilead is,gilead,is,6,21,107360,0.353414,4.085529,2.305209,0.004920
is unattainable,is,unattainable,6,107360,21,0.353414,4.085529,2.305209,0.004920
problems presented,problems,presented,6,2507,900,0.353687,4.084416,2.305098,0.004918
than younger,than,younger,6,10745,210,0.353711,4.084321,2.305088,0.004918
are sceptical,are,sceptical,6,41040,55,0.353828,4.083841,2.30504,0.004917
longer necessary,longer,necessary,6,1204,1875,0.353875,4.083649,2.305021,0.004916
she offers,she,offers,6,4627,488,0.35395,4.083345,2.30499,0.004916
was offered,was,offered,23,35888,494,2.779065,3.048962,4.216356,0.004915
profit levels,profit,levels,6,1119,2019,0.354151,4.082524,2.304908,0.004915
the church,the,church,271,458820,457,32.868591,3.043511,14.465453,0.004914
texts from,texts,from,17,473,27649,2.050044,3.051808,3.625897,0.004913
becomes very,becomes,very,9,1171,5807,1.065936,3.077804,2.644688,0.004913
be labeled,be,labeled,6,56510,40,0.35433,4.081797,2.304835,0.004913
great degree,great,degree,6,2103,1075,0.354381,4.08159,2.304814,0.004913
usually give,usually,give,6,1196,1891,0.354524,4.081009,2.304756,0.004912
serves only,serves,only,6,223,10142,0.354528,4.080989,2.304754,0.004912
tasks should,tasks,should,7,641,7469,0.750487,3.221456,2.362094,0.004911
about her,about,her,56,6335,6831,6.783494,3.045326,6.576832,0.004908
new buildings,new,buildings,6,7653,296,0.355096,4.078681,2.304522,0.004908
addressed through,addressed,through,6,338,6703,0.355147,4.078473,2.304501,0.004908
from β,from,β,6,27649,82,0.355399,4.077452,2.304399,0.004906
policies towards,policies,towards,6,1106,2050,0.355412,4.0774,2.304394,0.004906
for loréal,for,loréal,6,53993,42,0.355475,4.077142,2.304368,0.004905
knows all,knows,all,6,192,11812,0.355506,4.077016,2.304355,0.004905
or injury,or,injury,7,21582,222,0.751047,3.22038,2.361882,0.004904
relevant knowledge,relevant,knowledge,6,920,2466,0.355634,4.076497,2.304303,0.004904
more prestige,more,prestige,6,17191,132,0.355711,4.076184,2.304271,0.004904
term economic,term,economic,8,1630,3646,0.931594,3.102226,2.499059,0.004902
1 0,1,0,7,6136,781,0.751206,3.220075,2.361822,0.004902
require large,require,large,6,780,2911,0.355926,4.075314,2.304184,0.004902
regarding health,regarding,health,6,911,2495,0.356296,4.073813,2.304032,0.004899
workers rights,workers,rights,6,1181,1926,0.356557,4.072759,2.303926,0.004898
his employer,his,employer,6,12036,189,0.356588,4.072633,2.303913,0.004897
his childhood,his,childhood,6,12036,189,0.356588,4.072633,2.303913,0.004897
natural process,natural,process,10,1774,4290,1.192981,3.067357,2.785024,0.004896
containing all,containing,all,7,406,11812,0.751748,3.219035,2.361617,0.004895
scales were,scales,were,6,130,17515,0.356924,4.071273,2.303776,0.004895
trade goods,trade,goods,6,2268,1004,0.356943,4.071195,2.303768,0.004895
maintaining social,maintaining,social,6,352,6473,0.357167,4.070293,2.303677,0.004893
advised by,advised,by,7,126,38073,0.751987,3.218576,2.361527,0.004892
been named,been,named,6,12665,180,0.357355,4.069531,2.3036,0.004892
quite clear,quite,clear,6,1180,1934,0.357735,4.068001,2.303445,0.004889
reader history,reader,history,6,922,2476,0.357853,4.067525,2.303397,0.004888
primary health,primary,health,6,915,2495,0.357861,4.067492,2.303394,0.004888
problems regarding,problems,regarding,6,2507,911,0.35801,4.06689,2.303333,0.004887
amongst women,amongst,women,6,500,4569,0.358108,4.066497,2.303293,0.004887
fundamental nature,fundamental,nature,6,772,2960,0.358205,4.066105,2.303253,0.004886
his royal,his,royal,6,12036,190,0.358475,4.06502,2.303143,0.004884
are abundant,are,abundant,7,41040,117,0.752689,3.217228,2.361261,0.004883
development of,development,of,1244,3971,242534,150.971533,3.042638,30.989979,0.004882
a pragmatic,a,pragmatic,19,127246,115,2.293847,3.050158,3.832654,0.004881
a wholly,a,wholly,19,127246,115,2.293847,3.050158,3.832654,0.004881
family values,family,values,7,1610,2983,0.752838,3.216943,2.361205,0.004881
he assumes,he,assumes,6,10554,217,0.359004,4.06289,2.302927,0.004880
a layered,a,layered,6,127246,18,0.359037,4.062758,2.302914,0.004880
a spear,a,spear,6,127246,18,0.359037,4.062758,2.302914,0.004880
a shepherd,a,shepherd,6,127246,18,0.359037,4.062758,2.302914,0.004880
denoting a,denoting,a,6,18,127246,0.359037,4.062758,2.302914,0.004880
forge a,forge,a,6,18,127246,0.359037,4.062758,2.302914,0.004880
our objectives,our,objectives,6,3970,577,0.359078,4.062593,2.302897,0.004880
an input,an,input,34,27148,967,4.115161,3.046514,5.125208,0.004879
would replace,would,replace,6,14413,159,0.359231,4.061978,2.302834,0.004879
quest to,quest,to,22,93,182356,2.658432,3.048856,4.123636,0.004878
to ae,to,ae,22,182356,93,2.658432,3.048856,4.123636,0.004878
your right,your,right,6,915,2505,0.359295,4.061721,2.302808,0.004878
these electrons,these,electrons,9,13011,523,1.066682,3.076795,2.644439,0.004877
markers for,markers,for,7,89,53993,0.753269,3.216118,2.361042,0.004876
prospect for,prospect,for,7,89,53993,0.753269,3.216118,2.361042,0.004876
for diesel,for,diesel,7,53993,89,0.753269,3.216118,2.361042,0.004876
very reliable,very,reliable,6,5807,395,0.35956,4.060658,2.3027,0.004876
existing problems,existing,problems,6,915,2507,0.359582,4.06057,2.302691,0.004876
further improved,further,improved,6,3568,643,0.359632,4.060369,2.302671,0.004876
money available,money,available,6,1269,1809,0.359851,4.059491,2.302581,0.004874
also induce,also,induce,6,16522,139,0.359998,4.058902,2.302521,0.004873
phenomena such,phenomena,such,6,188,12217,0.360035,4.058753,2.302506,0.004873
was upheld,was,upheld,6,35888,64,0.360041,4.05873,2.302504,0.004873
was synthesised,was,synthesised,6,35888,64,0.360041,4.05873,2.302504,0.004873
minimum value,minimum,value,6,554,4146,0.360049,4.058697,2.3025,0.004873
marketing function,marketing,function,6,1081,2125,0.360087,4.058546,2.302485,0.004873
note however,note,however,14,882,12190,1.685368,3.054291,3.291224,0.004869
medication he,medication,he,6,218,10554,0.360658,4.056257,2.302252,0.004869
air around,air,around,6,1038,2217,0.360733,4.05596,2.302221,0.004868
taking rights,taking,rights,6,1196,1926,0.361085,4.05455,2.302077,0.004866
will gradually,will,gradually,7,17495,275,0.75417,3.214393,2.360702,0.004865
of capitalism,of,capitalism,116,242534,370,14.066851,3.043753,9.464255,0.004864
weight due,weight,due,7,896,5370,0.754232,3.214275,2.360678,0.004864
brought under,brought,under,6,744,3099,0.361424,4.053198,2.301939,0.004863
their colleagues,their,colleagues,6,18599,124,0.361521,4.05281,2.301899,0.004863
their arrival,their,arrival,6,18599,124,0.361521,4.05281,2.301899,0.004863
are suited,are,suited,8,41040,145,0.93282,3.100329,2.498625,0.004862
occurred through,occurred,through,7,718,6703,0.754425,3.213905,2.360605,0.004862
line basis,line,basis,6,1968,1172,0.361556,4.052673,2.301885,0.004862
trial 2,trial,2,6,420,5492,0.361578,4.052582,2.301876,0.004862
last point,last,point,7,1455,3308,0.754486,3.213789,2.360583,0.004861
an inherited,an,inherited,6,27148,85,0.361726,4.051995,2.301816,0.004861
error given,error,given,7,1393,3456,0.754653,3.213469,2.360519,0.004859
and wernickes,and,wernickes,11,182754,46,1.317793,3.061308,2.919295,0.004858
his asthma,his,asthma,6,12036,192,0.362248,4.049913,2.301603,0.004857
normally do,normally,do,6,460,5025,0.36234,4.049546,2.301565,0.004857
human intervention,human,intervention,6,3551,651,0.362372,4.049421,2.301552,0.004857
between amino,between,amino,6,10907,212,0.362463,4.049057,2.301515,0.004856
also indirectly,also,indirectly,6,16522,140,0.362588,4.04856,2.301464,0.004855
2 pp,2,pp,7,5492,877,0.75501,3.212787,2.360384,0.004854
were gradually,were,gradually,7,17515,275,0.755032,3.212745,2.360376,0.004854
remain within,remain,within,7,798,6036,0.755048,3.212714,2.36037,0.004854
times during,times,during,9,1708,3986,1.067205,3.076088,2.644265,0.004852
applications where,applications,where,6,343,6752,0.363036,4.04678,2.301281,0.004852
there maybe,there,maybe,7,16114,299,0.755261,3.212308,2.360289,0.004851
turn towards,turn,towards,6,1130,2050,0.363124,4.046429,2.301245,0.004851
be recycled,be,recycled,6,56510,41,0.363188,4.046173,2.301219,0.004851
instruction can,instruction,can,7,217,22213,0.755596,3.211668,2.360163,0.004847
large parts,large,parts,6,2911,797,0.363683,4.044209,2.301017,0.004847
public private,public,private,6,2337,993,0.363773,4.043852,2.30098,0.004847
license for,license,for,6,43,53993,0.363939,4.043194,2.300912,0.004846
formulae for,formulae,for,6,43,53993,0.363939,4.043194,2.300912,0.004846
nonetheless it,nonetheless,it,17,267,49011,2.051291,3.05093,3.625594,0.004845
diet high,diet,high,6,511,4544,0.363984,4.043017,2.300894,0.004845
core group,core,group,6,610,3807,0.364028,4.04284,2.300876,0.004845
by herodotus,by,herodotus,6,38073,61,0.364057,4.042726,2.300864,0.004845
transactions between,transactions,between,6,213,10907,0.364173,4.042268,2.300817,0.004844
variable method,variable,method,6,840,2769,0.364607,4.040549,2.30064,0.004841
courts are,courts,are,25,470,41040,3.023624,3.047578,4.395275,0.004840
larger area,larger,area,6,994,2341,0.364763,4.039933,2.300576,0.004840
any country,any,country,13,6090,1638,1.563701,3.055475,3.171859,0.004838
demonstrate very,demonstrate,very,6,401,5807,0.365022,4.038908,2.30047,0.004838
findings could,findings,could,8,658,9051,0.933566,3.099176,2.498362,0.004837
past forms,past,forms,6,1558,1495,0.365116,4.038535,2.300432,0.004837
also addresses,also,addresses,6,16522,141,0.365178,4.038292,2.300407,0.004837
regional political,regional,political,6,621,3752,0.365239,4.03805,2.300382,0.004836
farm policy,farm,policy,6,978,2387,0.365943,4.03527,2.300094,0.004831
central london,central,london,6,1316,1775,0.366165,4.034397,2.300004,0.004830
which ensured,which,ensured,7,28239,171,0.756951,3.209082,2.359651,0.004829
hard approach,hard,approach,6,897,2605,0.366288,4.033912,2.299953,0.004829
much cash,much,cash,6,4158,562,0.366305,4.033844,2.299946,0.004829
alternatively they,alternatively,they,6,131,17845,0.366446,4.033289,2.299889,0.004828
version 1,version,1,6,381,6136,0.366465,4.033214,2.299881,0.004828
all animals,all,animals,11,11812,712,1.318336,3.060714,2.919132,0.004826
are evenly,are,evenly,6,41040,57,0.366695,4.032311,2.299787,0.004826
are recruited,are,recruited,6,41040,57,0.366695,4.032311,2.299787,0.004826
greg is,greg,is,7,45,107360,0.757317,3.208386,2.359512,0.004825
countries face,countries,face,6,2818,831,0.367083,4.030783,2.299629,0.004823
this imbalance,this,imbalance,7,53108,91,0.757572,3.2079,2.359416,0.004821
check out,check,out,6,374,6266,0.367354,4.02972,2.299518,0.004821
further reducing,further,reducing,6,3568,657,0.367462,4.029294,2.299474,0.004821
such crimes,such,crimes,6,12217,192,0.367696,4.028379,2.299379,0.004819
go around,go,around,6,1059,2217,0.368031,4.027064,2.299242,0.004817
get up,get,up,10,1485,5131,1.194403,3.065638,2.784574,0.004816
a healthier,a,healthier,7,127246,38,0.757967,3.207148,2.359267,0.004816
london oxford,london,oxford,6,1775,1324,0.368391,4.025653,2.299095,0.004814
previous question,previous,question,6,1247,1885,0.368468,4.025349,2.299063,0.004814
each tube,each,tube,6,6186,380,0.368482,4.025297,2.299058,0.004814
